0.489208643	0.507194255	0.522302173	0.535611556	0.338746034	0.344158791	0.352728912	0.364005411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.471942471	0.489208643	0.507194255	0.522302173	0.337392866	0.338746034	0.344158791	0.352728912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.459352529	0.471942471	0.489208643	0.507194255	0.339648174	0.337392866	0.338746034	0.344158791	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.455755392	0.459352529	0.471942471	0.489208643	0.347316197	0.339648174	0.337392866	0.338746034	0.051317221	0	0	0	0	0	0	0	0	0	0	0	0	0.013610895
0.46546764	0.455755392	0.459352529	0.471942471	0.360848005	0.347316197	0.339648174	0.337392866	0.059871407	0.051317221	0	0	0	0	0	0	0	0	0	0	0.013610895	0.400985945
0.492805779	0.46546764	0.455755392	0.459352529	0.382047793	0.360848005	0.347316197	0.339648174	0.115596532	0.059871407	0.051317221	0	1	0	0	0	0.013610895	0	0	0.241637199	0.400985945	0.398329126
0.539568344	0.492805779	0.46546764	0.455755392	0.40956248	0.382047793	0.360848005	0.347316197	0.173359125	0.115596532	0.059871407	0.051317221	1	1	0	0	0.400985945	0.013610895	0	0.192762879	0.398329126	0.47576436
0.597841759	0.539568344	0.492805779	0.46546764	0.437077166	0.40956248	0.382047793	0.360848005	0.861444287	0.173359125	0.115596532	0.059871407	1	1	1	0	0.398329126	0.400985945	0.013610895	0.196911085	0.47576436	0.505103481
0.657194267	0.597841759	0.539568344	0.492805779	0.457825884	0.437077166	0.40956248	0.382047793	0.264696327	0.861444287	0.173359125	0.115596532	1	1	1	1	0.47576436	0.398329126	0.400985945	0.204046916	0.505103481	0.420064387
0.707194248	0.657194267	0.597841759	0.539568344	0.466396047	0.457825884	0.437077166	0.40956248	0.28457946	0.264696327	0.861444287	0.173359125	0.3	1	1	1	0.505103481	0.47576436	0.398329126	0.178996318	0.420064387	0.510293137
0.737410083	0.707194248	0.657194267	0.597841759	0.46143436	0.466396047	0.457825884	0.437077166	0.282066333	0.28457946	0.264696327	0.861444287	1	0.3	1	1	0.420064387	0.505103481	0.47576436	0.218091504	0.510293137	0.518670717
0.733813016	0.737410083	0.707194248	0.657194267	0.438881361	0.46143436	0.466396047	0.457825884	0.257577075	0.282066333	0.28457946	0.264696327	1	1	0.3	1	0.510293137	0.420064387	0.505103481	0.260288995	0.518670717	0.472196827
0.677338134	0.733813016	0.737410083	0.707194248	0.38655841	0.438881361	0.46143436	0.466396047	0.214996396	0.257577075	0.282066333	0.28457946	1	1	1	0.3	0.518670717	0.510293137	0.420064387	0.295462164	0.472196827	0.405946058
0.589928115	0.677338134	0.733813016	0.737410083	0.324763198	0.38655841	0.438881361	0.46143436	0.160864778	0.214996396	0.257577075	0.282066333	1	1	1	1	0.472196827	0.518670717	0.510293137	0.309901811	0.405946058	0.304160737
0.503237467	0.589928115	0.677338134	0.733813016	0.277852962	0.324763198	0.38655841	0.438881361	0.432363222	0.160864778	0.214996396	0.257577075	0.5	1	1	1	0.405946058	0.472196827	0.518670717	0.304928474	0.304160737	0.184113446
0.449640281	0.503237467	0.589928115	0.677338134	0.26747856	0.277852962	0.324763198	0.38655841	0.048542458	0.432363222	0.160864778	0.214996396	0.1	0.5	1	1	0.304160737	0.405946058	0.472196827	0.3295774	0.184113446	0.168371784
