0.535611556	0.364005411	0	0	0	0	0
0.522302173	0.352728912	0	0	0	0	0
0.507194255	0.344158791	0	0	0	0	0
0.489208643	0.338746034	0	0	0	0	0
0.471942471	0.337392866	0	0	0	0	0
0.459352529	0.339648174	0	0	0	0	0
0.455755392	0.347316197	0.051317221	0	0	0	0
0.46546764	0.360848005	0.059871407	0	0	0	0.013610895
0.492805779	0.382047793	0.115596532	1	0.013610895	0.241637199	0.400985945
0.539568344	0.40956248	0.173359125	1	0.400985945	0.192762879	0.398329126
0.597841759	0.437077166	0.861444287	1	0.398329126	0.196911085	0.47576436
0.657194267	0.457825884	0.264696327	1	0.47576436	0.204046916	0.505103481
0.707194248	0.466396047	0.28457946	0.3	0.505103481	0.178996318	0.420064387
0.737410083	0.46143436	0.282066333	1	0.420064387	0.218091504	0.510293137
0.733813016	0.438881361	0.257577075	1	0.510293137	0.260288995	0.518670717
0.677338134	0.38655841	0.214996396	1	0.518670717	0.295462164	0.472196827
0.589928115	0.324763198	0.160864778	1	0.472196827	0.309901811	0.405946058
0.503237467	0.277852962	0.432363222	0.5	0.405946058	0.304928474	0.304160737
0.449640281	0.26747856	0.048542458	0.1	0.304160737	0.3295774	0.184113446
0.449640281	0.308073984	0.003226651	0.1	0.184113446	0.287039711	0.168371784
0.474820166	0.368967056	0	0.1	0.168371784	0.248527166	0.19946029
0.492086338	0.408660339	0	0	0.19946029	0	0
0.495683474	0.419485768	0	0	0	0	0
0.488848922	0.407758198	0	0	0	0	0
0.472302192	0.380694625	0	0	0	0	0
0.449280629	0.347316197	0	0	0	0	0
0.420863328	0.313937769	0	0	0	0	0
0.390647494	0.287325223	0	0	0	0	0
0.36618705	0.272891275	0	0	0	0	0
0.35611515	0.277401892	0	0	0	0	0
0.358273405	0.296346414	3.96394E-05	0	0	0	0
0.363669075	0.318448343	0.000182341	0	0	0.013610895	0
0.370503627	0.340550272	0.000348827	1	0	0.400985945	0.30751536
0.377338179	0.358592697	0.000515313	1	0.30751536	0.398329126	0.295470054
0.384532383	0.372575532	0.00067387	1	0.295470054	0.47576436	0.308503163
0.392086376	0.384303102	0.000792789	1	0.308503163	0.505103481	0.319516551
0.401079182	0.394677504	0.000848284	0.3	0.319516551	0.420064387	0.226247345
0.411870522	0.404600792	0.000840356	1	0.226247345	0.510293137	0.31467286
0.424460465	0.414975151	0.000769005	1	0.31467286	0.518670717	0.345344012
0.439208662	0.427153791	0.000642159	1	0.345344012	0.472196827	0.360239977
0.454676299	0.437979221	0.000483601	1	0.360239977	0.405946058	0.373488759
0.468345335	0.445647244	0.000309188	0.5	0.373488759	0.304160737	0.309803153
0.478417303	0.446098314	0.000142702	0.1	0.309803153	0.184113446	0.236781744
0.482014439	0.437077166	7.92789E-06	0.1	0.236781744	0.168371784	0.21087205
0.467625894	0.403247667	0	0.1	0.21087205	0.19946029	0.176572145
0.474820166	0.396481699	0	0	0.176572145	0	0
0.471942471	0.377537219	0	0	0	0	0
0.452877697	0.342354553	0	0	0	0	0
0.42733816	0.307622914	0	0	0	0	0
0.40503597	0.280108271	0	0	0	0	0
0.395683443	0.273342345	0	0	0	0	0
0.395683443	0.284167774	0	0	0	0	0
0.394964071	0.299503821	0	0	0	0	0
0.391726655	0.315290937	0	0	0	0	0
0.384532383	0.327018507	0	0	0	0	0
0.37194244	0.330626983	0	0	0	0	0
0.352518014	0.32205682	0	1	0	0.30751536	0.249773251
0.325539595	0.299954891	0	1	0.249773251	0.295470054	0.215579566
0.29460432	0.269282798	0	1	0.215579566	0.308503163	0.190490729
0.262949672	0.236355441	0	1	0.190490729	0.319516551	0.164656374
0.235611532	0.206585489	0	0.3	0.164656374	0.226247345	0.038609121
