1	0	0.663671374	0.653298269
0.75	0	0.604621309	0.54985755
0.5	0	0.545571245	0.39732632
0.25	0	0.486521181	0.244356783
0	0	0.424903723	0
1	0.142857143	0.663671374	0.695375849
0.75	0.142857143	0.604621309	0.5849222
0.5	0.142857143	0.545571245	0.435459128
0.25	0.142857143	0.486521181	0.279859741
0	0.142857143	0.424903723	0.030900723
1	0.285714286	0.663671374	0.735700197
0.75	0.285714286	0.604621309	0.621520929
0.5	0.285714286	0.545571245	0.467017313
0.25	0.285714286	0.486521181	0.307034845
0	0.285714286	0.424903723	0.051062897
1	0.428571429	0.663671374	0.779092702
0.75	0.428571429	0.604621309	0.659434583
0.5	0.428571429	0.545571245	0.500547885
0.25	0.428571429	0.486521181	0.335524874
0	0.428571429	0.424903723	0.071005917
1	0.571428571	0.663671374	0.82423844
0.75	0.571428571	0.604621309	0.699978085
0.5	0.571428571	0.545571245	0.535612536
0.25	0.571428571	0.486521181	0.364453211
0	0.571428571	0.424903723	0.093140478
1	0.714285714	0.663671374	0.869822485
0.75	0.714285714	0.604621309	0.740740741
0.5	0.714285714	0.545571245	0.572430419
0.25	0.714285714	0.486521181	0.394696472
0	0.714285714	0.424903723	0.11483673
1	0.857142857	0.663671374	0.948060487
0.75	0.857142857	0.604621309	0.804733728
0.5	0.857142857	0.545571245	0.621959237
0.25	0.857142857	0.486521181	0.441157133
0	0.857142857	0.424903723	0.147928994
1	1	0.663671374	1
0.75	1	0.604621309	0.850317773
0.5	1	0.545571245	0.661187815
0.25	1	0.486521181	0.474030243
0	1	0.424903723	0.172255095
1	0.285714286	0.251604621	0.845058076
0.75	0.285714286	0.189987163	0.71159325
0.5	0.285714286	0.127086008	0.540433925
0.25	0.285714286	0.064184852	0.371027833
0	0.285714286	0	0.097085251
1	0.285714286	0.680359435	0.758273066
0.75	0.285714286	0.61745828	0.634451019
0.5	0.285714286	0.555840822	0.475783476
0.25	0.285714286	0.491655969	0.319088319
0	0.285714286	0.427471117	0.059609906
1	0.285714286	0.677792041	0.756081525
0.75	0.285714286	0.616174583	0.634451019
0.5	0.285714286	0.554557125	0.475783476
0.25	0.285714286	0.490372272	0.319088319
0	0.285714286	0.427471117	0.059609906
1	0.285714286	0.672657253	0.79026956
0.75	0.285714286	0.611039795	0.666885821
0.5	0.285714286	0.550706033	0.503177734
0.25	0.285714286	0.489088575	0.342976112
0	0.285714286	0.42618742	0.078676309
1	0.285714286	0.643132221	0.737234276
0.75	0.285714286	0.587933248	0.617357002
0.5	0.285714286	0.532734275	0.459127767
0.25	0.285714286	0.476251605	0.296296296
0	0.285714286	0.419768935	0.010300241
1	0.285714286	0.667522465	0.733727811
0.75	0.285714286	0.607188703	0.613412229
0.5	0.285714286	0.548138639	0.453210607
0.25	0.285714286	0.486521181	0.287530134
1	0.285714286	1	0.686609687
0.75	0.285714286	1	0.566513259
0.5	0.285714286	0.925545571	0.418145957
0.25	0.285714286	0.745827985	0.268025422
1	0.285714286	0.667522465	0.73964497
0.75	0.285714286	0.607188703	0.620644313
0.5	0.285714286	0.548138639	0.460880999
0.25	0.285714286	0.486521181	0.292789831
1	0.285714286	1	0.692088538
0.75	0.285714286	1	0.573307035
0.5	0.285714286	0.925545571	0.425158887
0.25	0.285714286	0.745827985	0.272189349
1	0.285714286	0.571245186	0.804514574
0.75	0.285714286	0.571245186	0.671268902
0.5	0.285714286	0.486521181	0.504930966
0.25	0.285714286	0.306803594	0.352399737
0	0.285714286	0.125802311	0.090510629
1	0.285714286	0.998716303	0.71159325
0.75	0.285714286	0.998716303	0.588866973
0.5	0.285714286	0.915275995	0.43611659
0.25	0.285714286	0.738125802	0.296077142
0	0.285714286	0.554557125	0.051062897
1	0.285714286	0.998716303	0.71159325
0.75	0.285714286	0.998716303	0.588866973
0.5	0.285714286	0.915275995	0.436993206
0.25	0.285714286	0.738125802	0.296077142
0	0.285714286	0.554557125	0.051062897
1	0.285714286	0.998716303	0.742493973
0.75	0.285714286	0.998716303	0.617576156
0.5	0.285714286	0.915275995	0.465483235
0.25	0.285714286	0.735558408	0.321060706
0	0.285714286	0.554557125	0.069690993
1	0.285714286	0.960205392	0.689239535
0.75	0.285714286	0.960205392	0.570238878
0.5	0.285714286	0.869062901	0.428446198
0.25	0.285714286	0.706033376	0.278544817
0	0.285714286	0.53915276	0.030024107
1	0.285714286	0.251604621	0.853605084
0.75	0.285714286	0.189987163	0.720578567
0.5	0.285714286	0.127086008	0.550734166
0.25	0.285714286	0.064184852	0.378698225
0	0.285714286	0	0.101030024
1	0.285714286	0.680359435	0.765943458
0.75	0.285714286	0.61745828	0.642778874
0.5	0.285714286	0.555840822	0.484549638
0.25	0.285714286	0.491655969	0.325224633
0	0.285714286	0.427471117	0.062239755
1	0.285714286	0.677792041	0.763751918
0.75	0.285714286	0.616174583	0.643436336
0.5	0.285714286	0.554557125	0.485426255
0.25	0.285714286	0.490372272	0.325224633
0	0.285714286	0.427471117	0.062239755
1	0.285714286	0.672657253	0.798159106
0.75	0.285714286	0.611039795	0.675432829
0.5	0.285714286	0.550706033	0.513258821
0.25	0.285714286	0.489088575	0.34933158
0	0.285714286	0.42618742	0.081306158
1	0.285714286	0.643132221	0.744685514
0.75	0.285714286	0.587933248	0.626123165
0.5	0.285714286	0.532734275	0.468551392
0.25	0.285714286	0.476251605	0.301775148
0	0.285714286	0.419768935	0.013806706
1	0.285714286	0.571245186	0.812623274
0.75	0.285714286	0.571245186	0.680692527
0.5	0.285714286	0.486521181	0.515012053
0.25	0.285714286	0.306803594	0.358974359
0	0.285714286	0.125802311	0.093140478
1	0.285714286	0.998716303	0.718825334
0.75	0.285714286	0.998716303	0.597194828
0.5	0.285714286	0.915275995	0.445321061
0.25	0.285714286	0.735558408	0.303090072
0	0.285714286	0.554557125	0.054788516
1	0.285714286	0.998716303	0.718825334
0.75	0.285714286	0.998716303	0.597194828
0.5	0.285714286	0.915275995	0.445978523
0.25	0.285714286	0.735558408	0.303090072
0	0.285714286	0.554557125	0.054788516
1	0.285714286	0.998716303	0.749945211
0.75	0.285714286	0.998716303	0.626342319
0.5	0.285714286	0.915275995	0.474030243
0.25	0.285714286	0.735558408	0.32829279
0	0.285714286	0.554557125	0.073416612
1	0.285714286	0.960205392	0.696909928
0.75	0.285714286	0.960205392	0.578347578
0.5	0.285714286	0.869062901	0.436554898
0.25	0.285714286	0.706033376	0.283804515
0	0.285714286	0.53915276	0.032653956
